actualelapsedtime,airtime,arrdelay,arrtime,crsarrtime,crsdeptime,crselapsedtime,cancelled,dayofweek,dayofmonth,depdelay,deptime,dest,distance,diverted,flightnum,month,origin,tailnum,taxiin,taxiout,uniquecarrier,year
61.0,51.0,8.0,2103.0,2055,1945,70.0,0,7,23,17.0,2002.0,BWI,314.0,0,1006,7,CLE,N103,2.0,8.0,WN,1995
173.0,152.0,-3.0,1744.0,1747,1350,177.0,0,7,29,1.0,1351.0,EWR,1167.0,0,282,3,MSY,N17619,12.0,9.0,CO,1998
340.0,323.0,-14.0,1205.0,1219,930,349.0,0,5,14,-5.0,925.0,LIH,2615.0,0,187,5,LAX,N5DEAA,2.0,15.0,AA,2004
156.0,139.0,-13.0,1602.0,1615,1325,170.0,0,5,4,1.0,1326.0,FLL,1065.0,0,1401,7,EWR,N41135,4.0,13.0,CO,2003
207.0,180.0,6.0,1448.0,1442,1320,202.0,0,2,11,1.0,1321.0,LAX,1379.0,0,1193,8,IAH,N69311,10.0,17.0,CO,1998
51.0,30.0,-27.0,2243.0,2310,2155,75.0,0,4,22,-3.0,2152.0,PVD,160.0,0,1476,4,EWR,N14335,4.0,17.0,CO,1999
162.0,146.0,-7.0,933.0,940,700,160.0,0,7,21,-9.0,651.0,SEA,937.0,0,401,11,BUR,N782AS,7.0,9.0,AS,2004
211.0,166.0,12.0,2027.0,0,0,203.0,0,3,1,4.0,1856.0,SNA,1205.0,0,605,11,DFW,N5DEAA,7.0,38.0,AA,1995
89.0,154.0,79.0,1409.0,1250,1120,90.0,0,5,13,80.0,1240.0,EUG,451.0,0,6405,2,SFO,N969SW,4.0,30.0,OO,2004
89.0,75.0,27.0,2112.0,2045,1920,85.0,0,3,25,23.0,1943.0,PDX,543.0,0,1707,1,OAK,N678,3.0,11.0,WN,1995
75.0,36.0,10.0,2040.0,2030,2025,65.0,0,5,28,0.0,2025.0,VPS,264.0,0,4740,9,ATL,N354CA,5.0,34.0,EV,2007
93.0,77.0,63.0,923.0,820,645,95.0,0,5,3,65.0,750.0,CVG,413.0,0,4999,11,RIC,N656CA,2.0,14.0,OH,2006
102.0,81.0,-4.0,1840.0,1844,1655,109.0,0,1,17,3.0,1658.0,ATL,533.0,0,919,2,IAD,N339UA,10.0,11.0,UA,1997
78.0,50.0,3.0,1408.0,1405,1151,74.0,0,5,17,-1.0,1150.0,DTW,235.0,0,718,10,ORD,N2ANAA,11.0,17.0,AA,2003
111.0,98.0,11.0,2226.0,2215,2035,100.0,0,1,12,0.0,2035.0,OAK,543.0,0,1733,7,PDX,N525,3.0,10.0,WN,2004
58.0,40.0,-12.0,1849.0,1901,1757,64.0,0,1,4,-6.0,1751.0,LAS,236.0,0,2562,12,LAX,N929UA,6.0,12.0,UA,2000
55.0,44.0,-4.0,826.0,830,730,60.0,0,5,16,1.0,731.0,HOU,239.0,0,3,3,DAL,N366SW,3.0,8.0,WN,2007
106.0,88.0,-6.0,1731.0,1737,1546,111.0,0,5,24,-1.0,1545.0,DSM,624.0,0,226,2,DFW,N2CPAA,2.0,16.0,AA,1995
202.0,168.0,0.0,1236.0,0,0,201.0,0,1,6,-1.0,814.0,LGA,1389.0,0,708,11,DFW,N536AA,5.0,29.0,AA,1995
113.0,91.0,5.0,1446.0,1441,1151,110.0,0,5,2,2.0,1153.0,DEN,602.0,0,488,5,PHX,N305AW,9.0,13.0,US,2008
110.0,90.0,-12.0,924.0,936,840,116.0,0,4,2,-6.0,834.0,LAS,629.0,0,765,10,DEN,N916FR,7.0,13.0,F9,2008
144.0,117.0,-4.0,1006.0,1010,845,145.0,0,5,9,-3.0,842.0,DFW,732.0,0,1397,5,ATL,N448AA,10.0,17.0,AA,2008
117.0,102.0,70.0,1300.0,1150,1054,116.0,0,7,11,69.0,1203.0,SFO,599.0,0,2377,4,SLC,N398UA,6.0,9.0,UA,1999
124.0,99.0,66.0,1119.0,1013,912,121.0,0,4,27,63.0,1015.0,ORD,607.0,0,6752,9,SYR,N934SW,8.0,17.0,OO,2007
148.0,130.0,-24.0,1451.0,1515,1225,170.0,0,7,27,-2.0,1223.0,EWR,943.0,0,1013,5,MLB,N37615,5.0,13.0,CO,2001
80.0,169.0,-14.0,1555.0,1609,1335,94.0,0,4,6,0.0,1332.0,SGU,348.0,0,6034,5,LAX,N295UX,1.0,12.0,OO,2004
314.0,291.0,8.0,2032.0,2024,1810,314.0,0,4,31,8.0,1818.0,SEA,2125.0,0,115,1,PIT,N179äæ,6.0,17.0,US,2002
98.0,82.0,-7.0,838.0,845,800,105.0,0,6,20,0.0,800.0,JAN,587.0,0,564,6,MCO,N53,6.0,10.0,WN,1998
98.0,36.0,43.0,2324.0,2241,2130,71.0,0,7,18,16.0,2146.0,EWR,213.0,0,1033,7,IAD,N640BR,29.0,32.0,DH,2004
63.0,47.0,2.0,1432.0,1430,1330,60.0,0,6,1,-1.0,1329.0,SAV,215.0,0,432,5,ATL,N682DA,6.0,10.0,DL,1999
69.0,44.0,7.0,1937.0,1930,1820,70.0,0,6,20,8.0,1828.0,DCA,213.0,0,1597,4,JFK,N901DL,5.0,20.0,DL,1996
55.0,47.0,15.0,1235.0,1220,1120,60.0,0,7,22,20.0,1140.0,STL,251.0,0,1023,6,MDW,N86,2.0,6.0,WN,1997
140.0,122.0,-18.0,1132.0,1150,915,155.0,0,5,14,-3.0,912.0,DFW,852.0,0,2065,5,MSP,N2BYAA,4.0,14.0,AA,1999
82.0,61.0,0.0,1247.0,1247,1025,82.0,0,4,15,0.0,1025.0,OMA,472.0,0,1078,2,DEN,N7298U,2.0,19.0,UA,1996
99.0,81.0,-6.0,1709.0,1715,1534,101.0,0,4,27,-4.0,1530.0,PIT,526.0,0,937,9,ATL,N852äâ,7.0,11.0,US,2001
56.0,41.0,15.0,1343.0,1328,1225,63.0,0,3,22,22.0,1247.0,ATL,215.0,0,541,2,SAV,N928AT,8.0,7.0,FL,2006
284.0,265.0,-7.0,922.0,929,725,304.0,0,3,20,13.0,738.0,LAX,2217.0,0,273,7,MCO,N821UA,4.0,15.0,UA,2005
173.0,159.0,1.0,817.0,816,525,171.0,0,1,12,-1.0,524.0,PHX,1107.0,0,486,6,SEA,N306AW,5.0,9.0,US,2006
208.0,189.0,45.0,2155.0,2110,1545,205.0,0,3,6,42.0,1627.0,MSP,1522.0,0,118,7,SNA,N375NB,5.0,14.0,NW,2005
126.0,98.0,-5.0,2150.0,2155,2052,123.0,0,1,5,-8.0,2044.0,ABQ,744.0,0,277,11,IAH,N12318,6.0,22.0,CO,2001
92.0,77.0,27.0,956.0,929,840,109.0,0,2,26,44.0,924.0,MSP,528.0,0,763,7,DTW,N781NC,4.0,11.0,NW,2005
41.0,21.0,15.0,2307.0,2252,2215,37.0,0,5,11,11.0,2226.0,AVL,92.0,0,402,2,CLT,N227AU,4.0,16.0,US,2000
132.0,110.0,9.0,1212.0,1203,1000,123.0,0,4,20,0.0,1000.0,SFO,679.0,0,420,3,SEA,N934AS,5.0,17.0,AS,1997
64.0,41.0,0.0,903.0,903,900,63.0,0,7,16,-1.0,859.0,BNA,230.0,0,573,6,CVG,N321DL,8.0,15.0,DL,1996
49.0,34.0,-4.0,1830.0,1834,1740,54.0,0,5,17,1.0,1741.0,SAT,191.0,0,1723,5,IAH,N27610,1.0,14.0,CO,1996
124.0,78.0,18.0,808.0,750,610,100.0,0,2,18,-6.0,604.0,IAH,429.0,0,1471,9,TUL,N17328,9.0,37.0,CO,2007
184.0,113.0,75.0,1050.0,935,810,145.0,0,1,1,36.0,846.0,DFW,732.0,0,17,1,ATL,N740D1,8.0,63.0,DL,2001
53.0,33.0,44.0,1304.0,1220,1030,50.0,0,1,28,41.0,1111.0,ATL,134.0,0,800,6,BHM,N914DL,9.0,11.0,DL,1999
112.0,89.0,-3.0,821.0,824,630,114.0,0,6,26,-1.0,629.0,CLT,600.0,0,1826,4,RSW,N102UW,10.0,13.0,US,2008
65.0,48.0,17.0,1840.0,1823,1705,78.0,0,5,21,30.0,1735.0,ROC,289.0,0,7505,5,IAD,N709BR,5.0,11.0,DH,2004
124.0,102.0,-8.0,1434.0,1442,1223,139.0,0,3,5,7.0,1230.0,PDX,834.0,0,2960,4,LAX,N357UA,4.0,18.0,UA,1995
271.0,242.0,23.0,1411.0,1348,1230,258.0,0,6,26,10.0,1240.0,SAN,1891.0,0,391,6,ATL,N692DL,3.0,26.0,DL,1999
58.0,37.0,16.0,805.0,749,700,49.0,0,5,24,7.0,707.0,LAX,110.0,0,6151,10,PSP,N271YV,14.0,7.0,OO,2003
64.0,48.0,-6.0,1948.0,1954,1845,69.0,0,7,22,-1.0,1844.0,BRO,308.0,0,601,1,IAH,N14609,4.0,12.0,CO,1995
162.0,152.0,-18.0,1738.0,1756,1457,179.0,0,6,15,-1.0,1456.0,TPA,1237.0,0,776,7,SJU,N623AA,3.0,7.0,AA,2006
144.0,131.0,0.0,1304.0,1304,1035,149.0,0,6,13,5.0,1040.0,TPA,920.0,0,63,5,PHL,N426US,3.0,10.0,US,1995
160.0,136.0,-11.0,1334.0,1345,900,165.0,0,1,30,-6.0,854.0,IAH,1009.0,0,2445,8,PHX,N12136,14.0,10.0,XE,2004
79.0,51.0,4.0,1959.0,1955,1830,85.0,0,2,9,10.0,1840.0,RDU,336.0,0,1597,8,PHL,N376,3.0,25.0,WN,2005
86.0,60.0,8.0,2206.0,2158,1940,78.0,0,7,12,0.0,1940.0,CMH,410.0,0,2866,10,STL,N4UKTW,5.0,21.0,AA,2003
72.0,60.0,-10.0,947.0,957,735,82.0,0,4,15,0.0,735.0,TYS,405.0,0,606,8,STL,N490SA,3.0,9.0,TW,1996
176.0,154.0,-4.0,1945.0,1949,1550,179.0,0,1,31,-1.0,1549.0,ORD,1249.0,0,1400,12,SLC,N905ä1,12.0,10.0,UA,2001
147.0,114.0,145.0,1512.0,1247,1030,137.0,0,1,14,135.0,1245.0,LGA,761.0,0,512,8,ATL,N955DL,16.0,17.0,DL,2000
174.0,161.0,4.0,1414.0,1410,1320,170.0,0,5,22,0.0,1320.0,LAS,1140.0,0,1455,9,MCI,N304,3.0,10.0,WN,1995
84.0,61.0,6.0,215.0,209,51,78.0,0,6,28,0.0,51.0,OAK,407.0,0,2631,8,LAS,N147AW,6.0,17.0,HP,1999
73.0,50.0,3.0,1643.0,1640,1530,70.0,0,4,1,0.0,1530.0,OAK,337.0,0,1789,8,LAX,N680,3.0,20.0,WN,1996
43.0,29.0,3.0,703.0,700,620,40.0,0,3,16,0.0,620.0,HNL,163.0,0,1010,4,KOA,N646BR,4.0,10.0,YV,2008
65.0,55.0,-5.0,1640.0,1645,1535,70.0,0,6,28,0.0,1535.0,LAS,345.0,0,1903,2,RNO,N636,5.0,5.0,WN,2004
190.0,171.0,-11.0,2023.0,2034,1615,199.0,0,6,16,-2.0,1613.0,PHL,1302.0,0,388,9,DFW,N409US,6.0,13.0,US,2000
296.0,259.0,20.0,2134.0,2114,1935,279.0,0,2,13,3.0,1938.0,ONT,1900.0,0,489,1,ATL,N612DL,5.0,32.0,DL,1998
106.0,94.0,-20.0,1841.0,1901,1600,121.0,0,4,2,-5.0,1555.0,PHL,678.0,0,1006,10,ORD,N2BJAA,3.0,9.0,AA,1997
70.0,55.0,-9.0,2350.0,2359,2143,76.0,0,3,30,-3.0,2140.0,ELP,347.0,0,2881,7,PHX,N7291Z,3.0,12.0,YV,2008
128.0,118.0,-17.0,743.0,800,635,145.0,0,6,12,0.0,635.0,PHX,833.0,0,921,1,OKC,N373@@,3.0,7.0,WN,2002
186.0,162.0,-9.0,1733.0,1742,1320,202.0,0,1,28,7.0,1327.0,LGA,1389.0,0,730,12,DFW,N293AA,12.0,12.0,AA,1998
215.0,195.0,48.0,1503.0,1415,945,210.0,0,5,27,43.0,1028.0,EWR,1372.0,0,1874,6,DFW,N4WMAA,8.0,12.0,AA,2008
85.0,49.0,-4.0,1725.0,1729,1605,84.0,0,3,25,-5.0,1600.0,PWM,270.0,0,5568,7,LGA,N779CA,5.0,31.0,OH,2007
150.0,129.0,-15.0,1851.0,1906,1724,162.0,0,3,13,-3.0,1721.0,MSP,930.0,0,1673,10,CLT,N926NW,9.0,12.0,NW,2004
171.0,155.0,10.0,1125.0,1115,924,171.0,0,2,5,10.0,934.0,DEN,1062.0,0,1921,3,MSY,N321UA,3.0,13.0,UA,2002
185.0,164.0,1183.0,852.0,1309,1050,199.0,0,6,10,1197.0,647.0,ORD,1197.0,0,1066,11,MIA,N232A1,7.0,14.0,AA,2001
54.0,22.0,27.0,2037.0,2010,2030,40.0,0,7,5,13.0,2043.0,IND,98.0,0,1567,10,CVG,N946DL,9.0,23.0,DL,1997
55.0,37.0,-9.0,802.0,811,610,61.0,0,1,30,-3.0,607.0,DTW,238.0,0,1110,9,MKE,N549US,7.0,11.0,NW,1996
100.0,82.0,-15.0,1800.0,1815,1624,111.0,0,5,30,-4.0,1620.0,DTW,487.0,0,655,9,EWR,N354NB,5.0,13.0,NW,2005
168.0,152.0,2.0,1907.0,1905,1615,170.0,0,4,25,4.0,1619.0,SEA,1107.0,0,73,8,PHX,N661AW,4.0,12.0,HP,2005
114.0,84.0,-1.0,953.0,954,900,114.0,0,3,23,-1.0,859.0,ORD,612.0,0,607,9,DCA,N440UA,11.0,19.0,UA,1998
148.0,134.0,-5.0,920.0,925,600,145.0,0,5,14,-8.0,552.0,DEN,960.0,0,6732,11,MRY,N772SK,4.0,10.0,OO,2008
211.0,163.0,24.0,10.0,2346,1845,181.0,0,4,3,-6.0,1839.0,PIT,1290.0,0,1190,5,DEN,N340UA,6.0,42.0,UA,2007
88.0,54.0,13.0,1245.0,1232,1019,73.0,0,2,11,-2.0,1017.0,CVG,264.0,0,4315,7,ORD,N683AE,8.0,26.0,MQ,2006
73.0,62.0,27.0,1127.0,1100,950,70.0,0,7,6,24.0,1014.0,SJC,333.0,0,344,1,ONT,N395SW,3.0,8.0,WN,2008
68.0,42.0,-21.0,1054.0,1115,950,85.0,0,2,22,-4.0,946.0,BOS,187.0,0,1004,1,JFK,N193JB,3.0,23.0,B6,2008
89.0,70.0,16.0,1934.0,1918,1757,81.0,0,5,18,8.0,1805.0,PHX,369.0,0,2169,6,BUR,N332AW,7.0,12.0,HP,1999
108.0,88.0,-7.0,1657.0,1704,1515,109.0,0,7,28,-6.0,1509.0,BDL,661.0,0,727,1,CVG,N391DA,7.0,13.0,DL,2007
53.0,46.0,-2.0,2013.0,2015,1920,55.0,0,5,17,0.0,1920.0,DAL,293.0,0,57,3,LBB,N105,2.0,5.0,WN,1995
256.0,236.0,0.0,1340.0,1340,1020,260.0,0,4,2,4.0,1024.0,IAH,1597.0,0,324,3,BOS,N17321,7.0,13.0,CO,2006
151.0,133.0,-4.0,1808.0,1812,1445,147.0,0,7,17,-8.0,1437.0,PHL,980.0,0,1678,1,MSP,N864US,7.0,11.0,US,1999
59.0,43.0,-11.0,1933.0,1944,1834,70.0,0,6,26,0.0,1834.0,BNA,271.0,0,584,4,STL,N412EA,4.0,12.0,TW,1997
159.0,121.0,16.0,1915.0,1859,1732,147.0,0,4,14,4.0,1736.0,ORD,760.0,0,7387,2,CHS,N504MJ,6.0,32.0,YV,2008
126.0,103.0,11.0,822.0,811,710,121.0,0,3,4,6.0,716.0,DEN,680.0,0,559,10,MSP,N339NW,6.0,17.0,NW,2006
209.0,185.0,-15.0,1203.0,1218,1034,224.0,0,2,25,0.0,1034.0,PHX,1440.0,0,2846,5,ORD,N635AW,17.0,7.0,HP,1999
100.0,64.0,4.0,1939.0,1935,1759,96.0,0,2,24,0.0,1759.0,BWI,370.0,0,1203,7,BOS,N810äâ,2.0,34.0,US,2001
327.0,307.0,-30.0,1657.0,1727,1430,357.0,0,4,14,0.0,1430.0,LAX,2475.0,0,117,4,JFK,N325AA,6.0,14.0,AA,2005
205.0,194.0,0.0,1310.0,1310,745,205.0,0,1,3,0.0,745.0,MDW,1521.0,0,1225,5,LAS,N706SW,2.0,9.0,WN,2004
101.0,80.0,-11.0,1934.0,1945,1855,110.0,0,2,12,-2.0,1853.0,PDX,630.0,0,1695,8,SLC,N686DA,3.0,18.0,DL,2003
70.0,60.0,12.0,2047.0,2035,1925,70.0,0,3,3,12.0,1937.0,ONT,361.0,0,288,5,OAK,N614SW,4.0,6.0,WN,2006
164.0,143.0,-8.0,1911.0,1919,1427,172.0,0,1,31,0.0,1427.0,DFW,1171.0,0,1350,3,SAN,N294AA,12.0,9.0,AA,1997
174.0,156.0,-16.0,1518.0,1534,1230,184.0,0,1,14,-6.0,1224.0,EWR,1024.0,0,1855,8,PBI,N77303,8.0,10.0,CO,2006
80.0,56.0,28.0,2118.0,2050,1930,80.0,0,5,20,28.0,1958.0,SFO,337.0,0,474,2,LAX,N16895,6.0,18.0,CO,1998
39.0,21.0,-25.0,1228.0,1253,1155,58.0,0,2,4,-6.0,1149.0,CLE,95.0,0,667,12,DTW,N615Næ,4.0,14.0,NW,2001
88.0,71.0,13.0,1718.0,1705,1540,85.0,0,2,21,10.0,1550.0,SMF,397.0,0,1714,3,LAS,N502,3.0,14.0,WN,2000
58.0,45.0,-7.0,1428.0,1435,1330,65.0,0,6,31,0.0,1330.0,BUF,281.0,0,763,3,BWI,N629@@,3.0,10.0,WN,2001
55.0,47.0,-5.0,2135.0,2140,2040,60.0,0,1,25,0.0,2040.0,DAL,324.0,0,374,3,AMA,N382,3.0,5.0,WN,1996
50.0,38.0,-6.0,1114.0,1120,1030,50.0,0,2,14,-6.0,1024.0,CLT,156.0,0,1415,12,MYR,N106UW,5.0,7.0,US,2004
73.0,60.0,-24.0,2024.0,2048,1920,88.0,0,6,24,-9.0,1911.0,LGA,292.0,0,1812,3,BUF,N534Aä,4.0,9.0,US,2001
45.0,25.0,56.0,1146.0,1050,1010,40.0,0,3,24,51.0,1101.0,SIT,95.0,0,62,1,JNU,N708Aâ,4.0,16.0,AS,2001
326.0,302.0,7.0,620.0,613,2300,313.0,0,7,2,-6.0,2254.0,LAX,2556.0,0,56,11,HNL,N670UA,9.0,15.0,UA,2003
82.0,68.0,-3.0,1537.0,1540,1415,85.0,0,1,21,0.0,1415.0,HOU,453.0,0,571,6,TUL,N721,5.0,9.0,WN,1999
128.0,108.0,-15.0,1549.0,1604,1449,135.0,0,4,10,-8.0,1441.0,PSP,776.0,0,5819,1,DEN,N962SW,3.0,17.0,OO,2008
258.0,225.0,21.0,1329.0,1308,1010,238.0,0,7,25,1.0,1011.0,IAH,1597.0,0,265,6,BOS,N14336,11.0,22.0,CO,1995
199.0,164.0,102.0,1533.0,1351,1135,196.0,0,1,17,99.0,1314.0,MSP,1124.0,0,19,7,BOS,N527US,18.0,17.0,NW,2000
177.0,163.0,-23.0,1307.0,1330,1215,195.0,0,5,4,-5.0,1210.0,PHX,1262.0,0,2466,7,STL,N762,4.0,10.0,WN,2003
68.0,46.0,-15.0,1050.0,1105,948,77.0,0,4,31,-6.0,942.0,DSM,299.0,0,7283,5,ORD,N501MJ,4.0,18.0,YV,2007
124.0,94.0,21.0,908.0,847,755,112.0,0,2,12,9.0,804.0,MEM,591.0,0,1548,4,GRR,N765NC,19.0,11.0,NW,2005
67.0,38.0,-4.0,1450.0,1454,1345,69.0,0,5,18,-2.0,1343.0,DFW,247.0,0,736,10,SAT,N477AA,22.0,7.0,AA,1996
161.0,131.0,19.0,1309.0,1250,1000,170.0,0,4,19,28.0,1028.0,DTW,983.0,0,481,3,TPA,N529US,7.0,23.0,NW,1998
174.0,139.0,28.0,851.0,823,700,143.0,0,2,4,-3.0,657.0,IAH,845.0,0,401,3,IND,N73256,5.0,30.0,CO,2003
128.0,103.0,1.0,1312.0,1311,1205,126.0,0,6,22,-1.0,1204.0,IAH,689.0,0,1194,10,ATL,N961DL,6.0,19.0,DL,2005
64.0,50.0,-4.0,1306.0,1310,1205,65.0,0,7,16,-3.0,1202.0,MLU,337.0,0,1223,8,HSV,N924DL,4.0,10.0,DL,1998
76.0,60.0,-9.0,2128.0,2137,1915,82.0,0,4,16,-3.0,1912.0,LNK,423.0,0,6704,6,DEN,N709BR,6.0,10.0,OO,2005
123.0,109.0,-7.0,2104.0,2111,1805,126.0,0,3,20,-4.0,1801.0,DEN,853.0,0,1848,2,SAN,N554ä1,5.0,9.0,UA,2002
65.0,49.0,-12.0,1020.0,1032,916,76.0,0,7,21,-1.0,915.0,LIT,296.0,0,141,5,STL,N937F,4.0,12.0,TW,1995
165.0,130.0,0.0,1754.0,1754,1609,165.0,0,5,30,0.0,1609.0,ORD,1012.0,0,617,6,TPA,N730AA,12.0,23.0,AA,2000
73.0,55.0,-3.0,1815.0,1818,1706,72.0,0,6,13,-4.0,1702.0,SDF,306.0,0,1790,12,DTW,N784NC,4.0,14.0,NW,2003
77.0,35.0,0.0,2028.0,2028,1920,68.0,0,5,21,-9.0,1911.0,SHV,192.0,0,2736,5,IAH,N29515,8.0,34.0,XE,2004
101.0,87.0,-14.0,1008.0,1022,836,106.0,0,6,2,-9.0,827.0,BHM,584.0,0,7210,8,ORD,N75991,3.0,11.0,YV,2008
130.0,119.0,-5.0,1735.0,1740,1625,135.0,0,1,13,0.0,1625.0,ABQ,759.0,0,608,11,HOU,N384SW,4.0,7.0,WN,2006
111.0,84.0,12.0,1000.0,948,905,103.0,0,3,12,4.0,909.0,LAX,590.0,0,1781,4,SLC,N679DA,10.0,17.0,DL,1995
108.0,98.0,8.0,923.0,915,735,100.0,0,1,28,0.0,735.0,BNA,670.0,0,214,4,HOU,N53,3.0,7.0,WN,1997
219.0,189.0,-7.0,1658.0,1705,1225,220.0,0,6,13,-6.0,1219.0,EWR,1372.0,0,1136,5,DFW,N27610,14.0,16.0,CO,2006
157.0,142.0,-26.0,1304.0,1330,914,196.0,0,7,3,13.0,927.0,LGA,1389.0,0,710,1,DFW,N459AA,5.0,10.0,AA,1999
105.0,90.0,-10.0,1305.0,1315,1220,115.0,0,3,7,0.0,1220.0,MDW,611.0,0,1830,6,BWI,N713SW,5.0,10.0,WN,2006
45.0,36.0,-12.0,1503.0,1515,1420,55.0,0,4,11,-2.0,1418.0,BGR,201.0,0,4644,3,BOS,N848MQ,3.0,6.0,MQ,2004
140.0,121.0,-27.0,1650.0,1717,1335,162.0,0,2,31,-5.0,1330.0,RSW,861.0,0,3278,8,IAH,N11119,2.0,17.0,XE,2004
121.0,99.0,1.0,754.0,753,600,113.0,0,5,21,-7.0,553.0,PHX,646.0,0,3,9,OAK,N620AW,10.0,12.0,US,2007
77.0,58.0,41.0,2111.0,2030,1915,75.0,0,2,25,39.0,1954.0,JFK,264.0,0,33,5,ROC,N558JB,9.0,10.0,B6,2004
94.0,81.0,-11.0,1744.0,1755,1710,105.0,0,1,10,0.0,1710.0,ELP,551.0,0,1037,4,DFW,N279AA,3.0,10.0,AA,2000
75.0,62.0,0.0,1405.0,1405,1250,75.0,0,2,27,0.0,1250.0,LAS,397.0,0,2155,4,SMF,N756,3.0,10.0,WN,2004
141.0,124.0,-2.0,2158.0,2200,1940,140.0,0,6,27,-3.0,1937.0,MIA,920.0,0,627,10,DCA,N3CRA1,4.0,13.0,AA,2001
90.0,69.0,0.0,1325.0,1325,1100,85.0,0,5,12,-5.0,1055.0,CLE,448.0,0,1138,7,BNA,N33506,9.0,12.0,CO,1996
162.0,147.0,-18.0,1507.0,1525,1225,180.0,0,3,21,0.0,1225.0,MCO,1073.0,0,625,3,PVD,N242WN,6.0,9.0,WN,2007
66.0,50.0,5.0,2122.0,2117,2010,67.0,0,2,31,6.0,2016.0,BUF,296.0,0,1098,10,DCA,N415US,4.0,12.0,US,1995
122.0,100.0,-12.0,1553.0,1605,1357,128.0,0,3,29,-6.0,1351.0,JAX,814.0,0,539,10,DTW,N315NB,5.0,17.0,NW,2003
47.0,39.0,0.0,1225.0,1225,1130,55.0,0,3,1,8.0,1138.0,HOU,239.0,0,21,7,DAL,N632,3.0,5.0,WN,1998
195.0,181.0,-8.0,750.0,758,640,198.0,0,6,16,-5.0,635.0,PHX,1262.0,0,153,8,STL,N669AW,4.0,10.0,US,2008
157.0,140.0,15.0,1634.0,1619,1345,154.0,0,7,19,12.0,1357.0,TPA,920.0,0,1291,7,PHL,N373US,2.0,15.0,US,1998
73.0,63.0,73.0,1943.0,1830,1710,80.0,0,5,30,80.0,1830.0,OAK,371.0,0,1005,5,SNA,N787,4.0,6.0,WN,2003
53.0,30.0,-7.0,1401.0,1408,1310,58.0,0,5,31,-2.0,1308.0,ALB,143.0,0,2686,8,EWR,N14542,3.0,20.0,XE,2007
148.0,128.0,-5.0,1757.0,1802,1530,152.0,0,7,1,-1.0,1529.0,IAH,925.0,0,1169,12,ORD,N9030U,3.0,17.0,UA,1996
110.0,82.0,28.0,1642.0,1614,1525,109.0,0,5,27,27.0,1552.0,ORD,606.0,0,876,1,ATL,N523DA,7.0,21.0,DL,1995
48.0,30.0,39.0,2303.0,2224,2140,44.0,0,4,29,35.0,2215.0,SEA,129.0,0,419,7,PDX,N943AS,3.0,15.0,AS,1999
99.0,67.0,1.0,1054.0,1053,915,98.0,0,4,13,0.0,915.0,DFW,432.0,0,2612,11,MEM,89289E,4.0,28.0,9E,2008
106.0,97.0,-7.0,1333.0,1340,1240,120.0,0,6,9,7.0,1247.0,MDW,611.0,0,405,2,BWI,N644@@,3.0,6.0,WN,2002
49.0,30.0,-7.0,725.0,732,630,62.0,0,7,10,6.0,636.0,SAN,109.0,0,3063,10,LAX,N375AE,6.0,13.0,MQ,2004
71.0,41.0,55.0,1930.0,1835,1725,70.0,0,2,10,54.0,1819.0,CHS,259.0,0,1175,12,ATL,N905DE,7.0,23.0,DL,2002
76.0,60.0,0.0,1215.0,1215,1100,75.0,0,2,27,-1.0,1059.0,LAX,337.0,0,493,2,OAK,N324,5.0,11.0,WN,2007
96.0,70.0,44.0,1714.0,1630,1510,80.0,0,4,15,28.0,1538.0,TUL,453.0,0,875,5,HOU,N71,3.0,23.0,WN,1997
77.0,67.0,17.0,1902.0,1845,1730,75.0,0,3,21,15.0,1745.0,PHL,336.0,0,394,4,RDU,N705UW,3.0,7.0,US,1999
83.0,56.0,16.0,1230.0,1214,1055,79.0,0,4,24,12.0,1107.0,BIL,387.0,0,983,10,SLC,N911DA,4.0,23.0,DL,2002
46.0,31.0,-18.0,1529.0,1547,1450,57.0,0,4,19,-7.0,1443.0,TYS,152.0,0,4235,6,ATL,N707EV,4.0,11.0,EV,2008
105.0,85.0,7.0,2248.0,2241,1945,116.0,0,4,27,18.0,2003.0,ATL,689.0,0,1810,5,IAH,N334DL,12.0,8.0,DL,2004
146.0,113.0,7.0,2050.0,0,0,133.0,0,5,3,-6.0,1724.0,BOS,867.0,0,1148,1,ORD,N208AA,8.0,25.0,AA,1997
222.0,148.0,39.0,1208.0,1129,930,179.0,0,5,26,-4.0,926.0,DFW,1172.0,0,819,7,IAD,N3CUAA,7.0,67.0,AA,2002
42.0,29.0,-4.0,1640.0,1644,1600,44.0,0,1,4,-2.0,1558.0,CMH,144.0,0,2275,5,PIT,N934VJ,3.0,10.0,US,1998
116.0,96.0,41.0,1917.0,1836,1645,111.0,0,7,6,36.0,1721.0,DAY,368.0,0,7928,4,IAD,N314UE,4.0,15.0,DH,2003
186.0,159.0,9.0,1628.0,1619,1410,189.0,0,1,15,12.0,1422.0,DFW,1121.0,0,1618,10,MIA,N5FAA1,10.0,17.0,AA,2001
219.0,194.0,2.0,2030.0,2028,1848,220.0,0,2,15,3.0,1851.0,FAT,1313.0,0,1237,2,DFW,N556AA,5.0,20.0,AA,2000
76.0,44.0,2.0,1743.0,1741,1730,71.0,0,1,29,-3.0,1727.0,PNS,272.0,0,1175,9,ATL,N906DL,4.0,28.0,DL,2003
